atra	tgfbeta	[nsubj, increased, dobj, activity, nn]	1.0
beta-estradiol	escs	[prep_with, treated, partmod]	1.0
creatine	mib-ck	[nn, kinase, appos]	1.0
ciprofloxacin	cyp1a2	[appos, inhibitor, nn]	1.0
ciprofloxacin	cyp1a2	[nsubj, inhibitor, prep_of]	1.0
ciprofloxacin	cyp1a2	[prep_by, enzyme, amod]	1.0
flunarizine	fmlp	[nsubj, inhibited, dobj, release, nn]	1.0
cimetidine	lfa-3	[nsubj, enhanced, dobj, expression, prep_of]	1.0
hemin	egr-1	[nn, induction, prep_of]	1.0
hemin	egr-1	[nsubj, increased, dobj, expression, nn]	1.0
albuterol	vasp	[nsubj, increased, dobj, phosphorylation, nn]	1.0
curcumin	tcf7l2	[prep_with, treatment, nsubj, increased, dobj, expression, amod]	1.0
metformin	cyp3a4	[nsubj, suppresses, dobj, expression, prep_of]	1.0
fenfluramine	proopiomelanocortin	[xsubj, act, prep_on, neurons, nn]	1.0
oxaliplatin	cxcr2	[dobj, induction, prep_of]	1.0
marimastat	tace	[prep_with, activity, amod]	1.0
raloxifene	nrf-1	[nsubj, increased, dobj, transcription, nn]	1.0
imatinib	m-csf	[nsubj, inhibited, dobj, activation, amod]	1.0
imatinib	m-csf	[prep_by, receptor, amod]	1.0
sirolimus	p210	[amod, protein, nsubj]	1.0
rapamycin	irs-1	[agent, inhibited, rcmod]	1.0
rapamycin	irs-1	[prep_by, inhibited, nsubj, phosphorylation, nn]	1.0
rapamycin	irs-1	[nn, overexpression, prep_of]	1.0
rapamycin	irs-1	[nsubj, prevented, dobj, phosphorylation, prep_of]	1.0
rapamycin	irs-1	[nsubj, inhibited, dobj, phosphorylation, nn]	1.0
rapamycin	irs-1	[nsubj, inhibits, dobj, phosphorylation, amod]	1.0
imatinib	pdgfra	[agent, inhibited, rcmod]	1.0
imatinib	pdgfra	[nsubj, inhibited, dobj, autophosphorylation, prep_of]	1.0
imatinib	pdgfra	[prep_to, confer, nsubj, mutations, nn]	1.0
imatinib	pdgfra	[prep_to, confers, rcmod]	1.0
estrone	cyp1a1	[nsubjpass, converted, agent]	1.0
secretin	cgrp	[amod, peptide, dep]	1.0
levodopa	mao-b	[nn, treatment, nsubj, alter, dobj, activity, amod]	1.0
levodopa	mao-b	[appos, inhibitor, amod]	1.0
levodopa	mao-b	[pobj, associated, nsubjpass, inhibitors, amod]	1.0
levodopa	mao-b	[appos, pd, appos, inhibitors, amod]	1.0
liraglutide	nf-kappab	[prep_of, effect, dobj, examined, prep_on, activation, nn]	1.0
oltipraz	pi3k	[agent, required, nsubjpass]	1.0
memantine	ciat	[amod, therapy, appos]	1.0
norepinephrine	mmp-2	[nsubj, increased, dobj, expression, prep_of]	1.0
thyrotropin	lhrh	[partmod, hormone, appos]	1.0
gp120	dc-sign	[dobj, bind, nsubj]	1.0
gp120	dc-sign	[prep_of, binding, prep_to]	1.0
gp120	dc-sign	[prep_to, binding, nsubj]	1.0
gp120	dc-sign	[nsubj, binds, prep_to]	1.0
gp120	dc-sign	[prep_to, binding, nn]	1.0
gp120	dc-sign	[prep_to, binds, nsubj]	1.0
gp120	dc-sign	[prep_for, receptor, nsubj]	1.0
gp120	dc-sign	[dobj, binds, nsubj]	1.0
telithromycin	cyp3a4	[nsubj, inhibits, dobj]	1.0
melatonin	nqo2	[prep_of, site, nsubj]	1.0
edrophonium	cholinesterase	[appos, inhibitor, nn]	1.0
edrophonium	cholinesterase	[prep_by, inhibition, amod]	1.0
edrophonium	cholinesterase	[appos, inhibitor, amod]	1.0
edrophonium	cholinesterase	[nsubj, alter, dobj, activity, nn]	1.0
edrophonium	cholinesterase	[appos, inhibitors, nn]	1.0
edrophonium	cholinesterase	[nsubj, produced, prep_in, activity, amod]	1.0
docetaxel	pc-3	[nsubj, cytotoxic, prep_in, cells, nn]	1.0
docetaxel	pc-3	[amod, inhibition, prep_of]	1.0
docetaxel	pc-3	[amod, treatment, prep_to, resistant, nsubj, cells, nn]	1.0
docetaxel	pc-3	[prep_with, treated, nsubjpass]	1.0
docetaxel	pc-3	[prep_to, resistant, nsubj, cells, nn]	1.0
ptk787	vegf	[appos, blocker, nn]	1.0
ptk787	vegf	[agent, signaling, partmod, receptor, amod]	1.0
ptk787	vegf	[appos, antagonist, nn]	1.0
melatonin	nqo1	[nsubj, increased, dobj, expression, prep_of]	1.0
vasopressin	dynorphin	[nn, release, prep_on]	1.0
vasopressin	dynorphin	[prep_with, released, nsubjpass]	1.0
methotrexate	il-1	[nsubj, inhibited, dobj, activity, nn]	1.0
methotrexate	il-1	[nsubj, inhibits, dobj, activity, appos]	1.0
spermine	nadph	[nsubj, inhibited, dobj, activation, prep_of, oxidase, nn]	1.0
staurosporine	nadph	[appos, inhibitor, nn]	1.0
rolipram	gm-csf	[nsubj, inhibited, prep_by]	1.0
ddavp	ghrelin	[prep_to, respond, advcl, respond, prep_to]	1.0
estradiol	bcl-2	[nsubj, modulates, dobj, expression, prep_of]	1.0
estradiol	bcl-2	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
estradiol	bcl-2	[prep_on, levels, nn]	1.0
estradiol	bcl-2	[nsubj, prevented, dobj, downregulation, prep_of, expression, amod]	1.0
estradiol	bcl-2	[prep_of, target, appos]	1.0
estradiol	bcl-2	[amod, expression, prep_of]	1.0
paroxetine	5-htt	[xsubj, homozygotes, prep_for, variant, prep_of, promoter, amod]	1.0
paroxetine	5-htt	[xsubj, variation, prep_of, promoter, num]	1.0
trastuzumab	pi3k	[nsubj, decreased, dobj]	1.0
trastuzumab	pi3k	[prep_to, associated, nsubjpass]	1.0
deoxyadenosine	viperin	[dep, incubation, prep_of]	1.0
irinotecan	ubc9	[xsubj, genotype, nn]	1.0
flunitrazepam	pars	[amod, reticulata, nn]	1.0
rimonabant	bdnf	[agent, increased, nsubjpass, levels, nn]	1.0
il-2	ifna	[appos, alpha, appos]	1.0
ixabepilone	cyp3a4	[nsubj, substrate, nn]	1.0
clomiphene	aromatase	[amod, inhibitors, amod]	1.0
phenylbutazone	cox-2	[nsubj, had, dobj]	1.0
omalizumab	abpa	[nsubj, useful, prepc_in, treating, dobj]	1.0
melatonin	hif-1	[nsubj, inhibited, dobj, activity, nn]	1.0
pioglitazone	icer	[prep_of, ratio, appos]	1.0
pioglitazone	icer	[amod, treatment, prep_for]	1.0
tranylcypromine	lsd1	[nsubj, showed, prep_on]	1.0
tranylcypromine	lsd1	[prep_with, inhibiting, dobj]	1.0
tranylcypromine	lsd1	[nsubj, inhibitor, nn]	1.0
rapamycin	rhoa	[nsubj, enhanced, prep_on, expression, nn]	1.0
g-csf	ccl4	[nn, group, amod]	1.0
bortezomib	src-3	[nsubj, increased, dobj, levels, nn]	1.0
albendazole	vegf	[amod, expression, appos]	1.0
albendazole	vegf	[nsubj, suppresses, dobj, levels, amod]	1.0
zileuton	icam-1	[nsubj, reduced, dobj, expression, prep_of]	1.0
arsenite	securin	[prep_on, expression, prep_of]	1.0
melatonin	gpcr	[prep_for, receptor, appos]	1.0
melatonin	gpcr	[amod, receptors, appos]	1.0
mifepristone	tsp-1	[prep_of, effect, dobj, evaluated, prep_on, factor, appos]	1.0
curcumin	nfkappab	[nsubj, inhibit, dobj]	1.0
curcumin	nfkappab	[nsubj, decreased, dobj, levels, prep_of]	1.0
curcumin	nfkappab	[prep_of, effect, dobj, study, prep_on, expression, prep_of]	1.0
curcumin	nfkappab	[prep_on, expression, prep_of]	1.0
curcumin	nfkappab	[nsubj, inhibits, dobj]	1.0
curcumin	nfkappab	[amod, activation, prep_of]	1.0
curcumin	nfkappab	[prep_with, treated, partmod, cells, prep_in]	1.0
curcumin	nfkappab	[infmod, inhibit, dobj]	1.0
curcumin	nfkappab	[nsubj, inhibits, dobj, activation, prep_of]	1.0
curcumin	nfkappab	[nn, effect, prep_on]	1.0
estradiol	bcl-x	[nsubj, modulates, prep_through, activation, prep_including]	1.0
clotrimazole	cyp2e1	[appos, phenobarbital, appos, isoniazid, appos, inh, dep]	1.0
lapatinib	bcrp	[nsubj, increased, prep_in]	1.0
cisplatin	stat3	[nn, resistance, nn]	1.0
cisplatin	stat3	[prep_via, suppression, amod]	1.0
cisplatin	stat3	[prep_to, sensitize, nsubj, suppression, prep_of, activity, amod]	1.0
cisplatin	stat3	[nn, resistance, prep_with, associated, nsubjpass]	1.0
pgi2	edrf	[appos, prostacyclin, appos]	1.0
pgi2	edrf	[prep_of, release, dep]	1.0
pgi2	edrf	[appos, factor, appos]	1.0
estradiol	irs-1	[amod, promoter, appos]	1.0
estradiol	irs-1	[dep, not, prep_of]	1.0
atra	dhand	[nsubj, regulates, dobj, expression, amod]	1.0
atra	dhand	[prep_on, expression, prep_of]	1.0
atra	dhand	[nsubj, regulate, dobj, expression, amod]	1.0
lovastatin	statin	[appos, member, prep_of, family, nn]	1.0
lovastatin	statin	[dep, prevention, dep, treated, partmod, nonsmokers, prep_in, observed, advcl, associated, nsubjpass, treatment, nn]	1.0
lovastatin	statin	[appos, member, prep_of, class, nn]	1.0
estradiol	ugt1a10	[amod, activity, dobj, exhibited, nsubj]	1.0
capsaicin	nf-kappab	[prep_with, activity, nn]	1.0
capsaicin	nf-kappab	[prep_of, addition, appos, inhibitor, prep_of]	1.0
capsaicin	nf-kappab	[prep_of, action, nsubjpass, associated, prep_with, activation, nn]	1.0
forskolin	e4bp4	[nsubj, increased, dobj, levels, amod]	1.0
ddavp	igfbp-1	[nsubj, increases, dobj, levels, prep_of]	1.0
dexmedetomidine	cox-2	[prep_on, expression, nn]	1.0
dexamethasone	hcp-1	[nsubj, enhanced, dobj, expression, nn]	1.0
fludarabine	vegf	[nsubj, suppressed, dobj, expression, prep_of]	1.0
atra	pdx-1	[nsubj, upregulates, dobj, expression, nn]	1.0
tamoxifen	fsh-beta	[nsubj, suppressed, dobj, levels, amod]	1.0
verapamil	phospholipase	[nsubj, inhibited, dobj, activity, amod]	1.0
verapamil	phospholipase	[xsubj, inhibit, dobj, activity, amod]	1.0
verapamil	phospholipase	[amod, inhibitor, amod]	1.0
verapamil	phospholipase	[nsubj, inhibited, dobj, c, nn]	1.0
coxibs	cox2	[appos, inhibitors, prep_of]	1.0
colchicine	ccl4	[nsubjpass, administered, prep_prior_to]	1.0
colchicine	ccl4	[nsubjpass, given, prep_with]	1.0
colchicine	ccl4	[nn, groups, nn]	1.0
sulfasalazine	tpmt	[nsubj, inhibit, dobj]	1.0
celecoxib	osteocalcin	[nsubj, affect, dobj, levels, nn]	1.0
cyclosporine	cyp3a4	[nsubj, substrate, prep_of]	1.0
cyclosporine	cyp3a4	[amod, parameter, nsubjpass, compared, xcomp, using, pobj, genotype, nn]	1.0
cyclosporine	cyp3a4	[appos, inhibitor, prep_of]	1.0
cyclosporine	cyp3a4	[prep_such_as, substrates, num]	1.0
cyclosporine	cyp3a4	[nsubj, inhibits, dobj]	1.0
cyclosporine	cyp3a4	[appos, inhibitors, nn]	1.0
fk506	fkbp65	[amod, protein, appos]	1.0
propofol	enos	[prep_by, phosphorylation, amod]	1.0
propofol	enos	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
propofol	enos	[amod, synthase, appos]	1.0
propofol	enos	[prep_of, effects, dep]	1.0
propofol	enos	[nsubj, induces, dobj, activation, amod]	1.0
propofol	enos	[nsubj, induces, dobj]	1.0
melphalan	mdm2	[prep_to, induce, dobj]	1.0
anakinra	igf-i	[prep_of, concentrations, amod]	1.0
noradrenaline	vasa	[prep_to, sensitive, nsubj]	1.0
noradrenaline	vasa	[prep_in, deferentia, nn]	1.0
noradrenaline	vasa	[agent, induced, partmod, deferentia, nn]	1.0
noradrenaline	vasa	[nsubj, released, prep_from, deferentia, nn]	1.0
noradrenaline	vasa	[xsubj, deferentia, nn]	1.0
noradrenaline	vasa	[amod, content, prep_of]	1.0
noradrenaline	vasa	[prep_to, responses, prep_of]	1.0
noradrenaline	vasa	[prep_to, showed, nsubj, deferentia, nn]	1.0
noradrenaline	vasa	[prep_of, deferentia, nn]	1.0
noradrenaline	vasa	[prep_with, incubated, partmod, deferentia, nn]	1.0
noradrenaline	vasa	[prep_with, preincubated, partmod, deferentia, nn]	1.0
celecoxib	pcna	[nsubj, inhibited, dobj, expression, nn]	1.0
celecoxib	pcna	[prep_with, treatment, nsubj, reduced, dobj, expression, nn]	1.0
ddavp	enos	[nsubj, activate, dobj]	1.0
ddavp	enos	[nsubj, induces, dobj, activation, nn]	1.0
indomethacin	ptgr2	[nsubj, inhibits, dobj]	1.0
il-11	gapdh	[amod, levels, appos]	1.0
il-11	gapdh	[nn, expression, nn]	1.0
nilutamide	gnrh	[nsubjpass, given, xcomp, using, dobj, hormone, appos]	1.0
bcnu	calmodulin	[prep_on, activity, nn]	1.0
clotrimazole	cyp2b6	[amod, sertraline, amod, effect, prep_of, inhibitors, prep_of]	1.0
pertuzumab	her-2	[appos, trastuzumab, prep_than, antibodies, nsubjpass, used, tmod, predictive, nsubj, status, nn]	1.0
pertuzumab	her-2	[nsubj, have, prep_in, patients, prep_with]	1.0
pertuzumab	her-2	[amod, sites, prep_of]	1.0
pertuzumab	her-2	[nsubj, antibody, prep_against]	1.0
mephenytoin	cyp2c19	[appos, polymorphism, amod]	1.0
mephenytoin	cyp2c19	[prep_of, use, prep_with, phenotyped, prep_for]	1.0
mephenytoin	cyp2c19	[nsubjpass, metabolized, agent]	1.0
mephenytoin	cyp2c19	[nn, complex, dep]	1.0
mephenytoin	cyp2c19	[dep, substrate, amod]	1.0
mephenytoin	cyp2c19	[xsubj, assess, dobj, activity, amod]	1.0
mephenytoin	cyp2c19	[amod, metabolism, appos]	1.0
mephenytoin	cyp2c19	[appos, probe, nn]	1.0
mephenytoin	cyp2c19	[nsubjpass, metabolised, agent]	1.0
mephenytoin	cyp2c19	[nn, hydroxylase, appos]	1.0
mecasermin	igf-i	[appos, i, dep]	1.0
fludarabine	oip-1	[nsubj, abolished, dobj, activity, nn]	1.0
fenofibrate	apoa5	[nsubj, repressed, dobj, expression, prep_of]	1.0
pge2	mdr1	[prep_by, expression, amod]	1.0
rapamycin	mcm6	[nsubj, inhibits, dobj, expression, nn]	1.0
rapamycin	mcm6	[nsubj, inhibited, dobj, activity, nn]	1.0
rapamycin	mcm6	[nsubj, inhibited, dobj]	1.0
protamine	heparan	[appos, protein, amod]	1.0
phosphatidylserine	amphoterin	[prep_to, bound, nsubj]	1.0
bisphosphonate	hebp	[prep_of, effects, nsubj]	1.0
bisphosphonate	hebp	[appos, acid, dep]	1.0
bisphosphonate	hebp	[nn, etidronate, dep]	1.0
methotrexate	nicotinamide	[nsubjpass, administered, prep_with]	1.0
spermine	phosvitin	[nsubj, inhibited, prep_with]	1.0
nifedipine	p-gp	[dep, vinblastine, prep_such_as, inhibitor, nn]	1.0
telmisartan	rhoa	[agent, decreased, nsubjpass, protein, nn]	1.0
il-2	il1ra	[nn, receptor, appos]	1.0
docetaxel	parp	[amod, protein, appos]	1.0
g-csf	c-erba-1	[num, alpha, num]	1.0
theophylline	mmp-2	[prep_on, release, prep_of]	1.0
theophylline	mmp-2	[nsubj, inhibited, dobj, release, prep_of]	1.0
prednisolone	transcortin	[prep_of, binding, dobj]	1.0
prednisolone	transcortin	[prep_of, binding, infmod]	1.0
prednisolone	transcortin	[nsubjpass, bound, prep_to]	1.0
calcitriol	hsd17b2	[amod, expression, nn]	1.0
carbachol	pacap	[prep_unlike, had, nsubj]	1.0
il-2	heptp	[prep_by, expression, appos]	1.0
paclitaxel	sers	[prep_of, spectra, nn]	1.0
tamoxifen	g6pd	[nsubj, has, dobj, effect, prep_on, activity, amod]	1.0
dalteparin	tfpi	[nn, levels, nn]	1.0
dalteparin	tfpi	[nsubj, values, prep_of]	1.0
fk506	fkbp51	[amod, protein, dep]	1.0
fk506	fkbp51	[nsubj, increased, dobj]	1.0
fk506	fkbp51	[amod, protein, appos]	1.0
fk506	fkbp51	[appos, inhibitor, prep_of]	1.0
fk506	fkbp51	[prep_with, expression, nn]	1.0
fk506	fkbp51	[nsubj, increased, dobj, association, prep_of]	1.0
fk506	fkbp52	[amod, protein, dep]	1.0
fk506	fkbp52	[dobj, binds, nsubj, protein, appos]	1.0
fk506	fkbp52	[nn, protein, appos]	1.0
fk506	fkbp52	[nn, binding, prep_to]	1.0
saha	dspp	[nsubj, increases, dobj, expression, amod]	1.0
saha	dspp	[nsubj, increased, dobj, activity, nn]	1.0
acitretin	nfkappab	[nsubj, decreased, dobj, expressions, prep_of, transcription, appos]	1.0
levamisole	nf-kappab	[agent, inhibited, nsubjpass, activation, amod]	1.0
fk506	fkbp59	[nn, protein, appos]	1.0
fk506	fkbp59	[amod, protein, appos]	1.0
fk506	fkbp59	[dobj, binds, nsubj]	1.0
amlodipine	cyp3a4	[nsubjpass, metabolized, agent]	1.0
amlodipine	cyp3a4	[prep_such_as, inhibitors, num]	1.0
imipramine	sert1	[amod, site, prep_on]	1.0
methylnaltrexone	mtor	[nsubj, inhibitor, nn]	1.0
captopril	endothelin-1	[amod, levels, nn]	1.0
troglitazone	pai-1	[nsubj, decreased, dobj, expression, nn]	1.0
troglitazone	pai-1	[nsubj, reduced, dobj, expression, nn]	1.0
troglitazone	pai-1	[prep_of, effect, dobj, investigated, prep_on, expression, nn]	1.0
forskolin	activin	[nsubj, induced, prep_in, presence, prep_of]	1.0
calcipotriol	ilt3	[prep_on, expression, nn]	1.0
metformin	aromatase	[nsubj, inhibited, dobj, expression, amod]	1.0
metformin	aromatase	[dep, agonist, amod]	1.0
palivizumab	icer	[amod, results, prep_in]	1.0
palivizumab	icer	[prep_for, ratio, appos]	1.0
corticotrophin	crhr	[amod, antagonists, appos]	1.0
fluorouracil	g-csf	[prep_with, support, amod]	1.0
formoterol	il-10	[nsubj, blocked, prep_in]	1.0
carotenoid	ho-1	[nsubj, have, dobj, effect, prep_on]	1.0
celecoxib	cd34	[nsubj, decreased, dobj, expression, amod]	1.0
fk506	fkbp22	[prep_by, inhibited, nsubj]	1.0
celecoxib	cd36	[nsubj, upregulated, dobj, expression, prep_of]	1.0
doxorubicin	maspin	[prep_to, decreased, nsubj]	1.0
il-2	bcl1	[nn, system, nn]	1.0
il-2	bcl1	[nn, treatment, prep_of]	1.0
cisplatin	inos	[prep_in, expressed, nsubjpass]	1.0
meperidine	il-1	[nsubj, alter, dobj, levels, nn]	1.0
meperidine	il-1	[amod, beta, appos, beta, nn]	1.0
fk506	fkbp38	[amod, protein, appos]	1.0
hydroxyurea	chk1	[amod, phosphorylation, prep_of]	1.0
pyridoxal	nifs	[amod, phosphate, prep_of, member, nsubj, protein, nn]	1.0
pyridoxal	nifs	[amod, enzyme, appos]	1.0
cilostazol	cd63	[prep_with, treatment, nsubj, reduced, dobj, levels, prep_of, v, appos]	1.0
hydrocortisone	hsp72	[prep_with, pretreatment, nsubj, increased, dobj]	1.0
clarithromycin	cyp2c19	[prep_among, genotypes, num]	1.0
clarithromycin	cyp2c19	[prep_of, effects, dobj, compare, prep_on, metabolism, prep_of, lansoprazole, prep_between, genotypes, num]	1.0
clarithromycin	cyp2c19	[amod, genotypes, nn]	1.0
clarithromycin	cyp2c19	[prep_of, metabolism, prep_in, involved, nsubjpass]	1.0
minocycline	parp-1	[prep_by, inhibited, nsubj, activity, nn]	1.0
rizatriptan	mao-a	[prep_of, metabolism, dobj, inhibited, prep_through, inhibition, prep_of]	1.0
pgi2	pla2s	[nn, synthesis, prep_in, involved, nsubjpass]	1.0
erlotinib	cyp3a4	[nsubjpass, metabolized, agent]	1.0
fluoxetine	herg	[nsubj, blocked, xcomp]	1.0
fluoxetine	herg	[agent, blocked, nsubjpass, channels, nn]	1.0
estriol	lactogen	[dep, globulin, appos]	1.0
estriol	lactogen	[amod, placental, amod]	1.0
fluvastatin	cyp1a1	[nn, metabolites, nsubjpass, formed, ccomp, produced, nsubj, whereas, num]	1.0
cerivastatin	rantes	[nsubj, reduced, iobj]	1.0
torcetrapib	statin	[prep_to, therapy, nn]	1.0
sucralfate	mucin	[nsubj, stimulate, dobj, release, nn]	1.0
probucol	apoa-i	[agent, blocked, nsubjpass, binding, prep_of]	1.0
omeprazole	aldh3	[xsubj, levels, prep_of]	1.0
bortezomib	cystatin-c	[prep_of, effect, dobj, assess, prep_on]	1.0
midazolam	icam-1	[agent, decreased, nsubjpass, expression, nn]	1.0
budesonide	cyp3a	[amod, substrates, num]	1.0
metronidazole	caga	[xsubj, gene, amod]	1.0
aminoglutethimide	mdr1	[nsubj, suppressed, dobj, expression, amod]	1.0
resveratrol	tfam	[nsubj, decreased, dep, markers, nsubj, coactivator, appos, factor, appos]	1.0
curcumin	p300	[xsubj, inhibit, dobj, activity, prep_of]	1.0
curcumin	p300	[nsubj, inhibitor, prep_of, activity, amod]	1.0
curcumin	p300	[prep_by, activity, amod]	1.0
curcumin	p300	[nsubj, formed, prep_with]	1.0
curcumin	p300	[appos, inhibitor, amod]	1.0
curcumin	p300	[nsubj, promoted, dobj, degradation, prep_of]	1.0
curcumin	p300	[appos, blocker, amod]	1.0
everolimus	p-gp	[nsubjpass, transported, agent]	1.0
darunavir	zmpste24	[nsubj, inhibit, dobj, activity, prep_of]	1.0
cilostazol	cd36	[amod, expression, nn]	1.0
alprazolam	cyp2c19	[prep_of, metabolism, prep_in]	1.0
tenofovir	il-10	[nsubj, decreased, dobj, induction, prep_of]	1.0
tamoxifen	hoxb7	[nn, monotherapy, prep_on, correlated, nsubj, levels, prep_of]	1.0
metoprolol	reticulum	[nsubj, increased, dobj]	1.0
sulphaphenazole	cyp2c	[appos, inhibitors, prep_of]	1.0
taurine	tug1	[nn, gene, appos]	1.0
creatine	gapdh	[amod, kinase, dep]	1.0
creatine	gapdh	[amod, kinase, appos]	1.0
fk506	fkbp11	[amod, protein, appos]	1.0
celecoxib	cd68	[agent, inhibited, nsubjpass]	1.0
fk506	fkbp12	[prep_of, case, prep_in]	1.0
fk506	fkbp12	[amod, protein, dep]	1.0
fk506	fkbp12	[prep_to, resulted, nsubj, expression, prep_of]	1.0
fk506	fkbp12	[agent, reversed, nsubjpass, effects, prep_of]	1.0
fk506	fkbp12	[prep_of, binding, amod]	1.0
fk506	fkbp12	[dobj, binds, nsubj, protein, appos]	1.0
fk506	fkbp12	[nn, protein, appos]	1.0
fk506	fkbp12	[prep_with, associated, nsubjpass]	1.0
fk506	fkbp12	[amod, protein, appos]	1.0
fk506	fkbp12	[nsubj, identify, dobj]	1.0
fk506	fkbp12	[prep_in, receptor, appos]	1.0
fk506	fkbp12	[nsubj, inhibit, dobj, activity, prep_of]	1.0
fk506	fkbp12	[prep_to, mediate, nsubj]	1.0
fk506	fkbp12	[nn, protein, dep]	1.0
fk506	fkbp12	[prep_for, sites, num]	1.0
fk506	fkbp12	[prep_of, effects, dobj, mediates, nsubj]	1.0
fk506	fkbp12	[nsubj, binds, prep_to]	1.0
fk506	fkbp12	[nsubj, binds, prep_to, protein, appos]	1.0
fk506	fkbp12	[nsubj, removed, dobj]	1.0
fk506	fkbp12	[prep_of, action, nsubj, independent, prep_of]	1.0
fk506	fkbp12	[nsubj, inhibits, prep_in, complex, prep_with]	1.0
fk506	fkbp12	[prep_for, protein, appos]	1.0
fk506	fkbp12	[dobj, using, partmod]	1.0
fk506	fkbp12	[prep_for, receptor, nsubj]	1.0
fk506	fkbp12	[prep_with, form, nsubj]	1.0
fk506	fkbp12	[num, protein, appos]	1.0
fk506	fkbp12	[prep_for, receptor, prep_as, acts, rcmod, protein, nsubj]	1.0
fk506	fkbp12	[prep_for, receptor, prep_as, identified, nsubjpass]	1.0
fk506	fkbp12	[nn, protein, nsubj]	1.0
isoflurane	map2	[prep_on, degradation, amod]	1.0
olanzapine	bbmi	[amod, therapy, amod]	1.0
vardenafil	inos	[nsubj, increased, dobj, expression, amod]	1.0
olanzapine	vegf	[amod, treatment, nsubj, increased, dobj, levels, amod]	1.0
estradiol	raf-1	[prep_by, protein, appos]	1.0
melatonin	alpha1	[nsubj, regulates, dobj, production, amod]	1.0
genistein	cftr	[nsubj, activated, xcomp, expressing, dobj]	1.0
genistein	cftr	[dep, activator, amod]	1.0
genistein	cftr	[nn, activation, prep_of]	1.0
genistein	cftr	[nsubj, enhanced, dobj, activity, amod]	1.0
genistein	cftr	[prep_by, activation, nn]	1.0
genistein	cftr	[nsubj, inhibit, dobj]	1.0
genistein	cftr	[appos, stimulator, nn]	1.0
genistein	cftr	[nsubj, inhibits, ccomp, investigate, advcl, studied, dobj, cl, nn]	1.0
genistein	cftr	[nsubj, activates, dobj]	1.0
genistein	cftr	[appos, potentiator, amod]	1.0
genistein	cftr	[amod, mutants, nn]	1.0
genistein	cftr	[rcmod, express, dobj]	1.0
genistein	cftr	[nsubj, stimulated, dobj, activity, amod]	1.0
genistein	cftr	[nsubj, activates, dep]	1.0
genistein	cftr	[nn, activity, nn]	1.0
genistein	cftr	[nsubj, stimulate, dobj]	1.0
genistein	cftr	[prep_of, effects, prep_on]	1.0
